drug_name,review_source,drug_review,tokens,concreteness,modality,sentiments,disease,side effects,side effects grouped,side effects cleaned,side_effects_cleaned_grouped
Janumet oral,WebMD,"I was admitted to the hospital immediately with a blood sugar level of 525! Did not even know I was diabetic. After discharged from hospital was given Janumet. Within the last month, my blood sugars are in the 100's or lower. I am following a diet and exercise program. I feel great and have lost 14 lbs in 8 weeks. I have not felt well for about two years. This drug probably saved my life.","['admit', 'hospital', 'immediately', 'blood', 'sugar', 'level', '525', ' ', 'know', 'diabetic', 'discharge', 'hospital', 'give', 'janumet', ' ', 'month', 'blood', 'sugar', '100', 'low', ' ', 'follow', 'diet', 'exercise', 'program', ' ', 'feel', 'great', 'lose', '14', 'lbs', '8', 'week', ' ', 'feel', 'year', ' ', 'drug', 'probably', 'save', 'life']",0,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"My Dr just called me with my blood results and after taking metformin 850mg twice a day, hes starting me on Janumet in the am and metformin at night.After reading all the reviews I am kind of nervous about starting this medication. I just hope it gets my blood sugars under control. hes also putting me on Lipitor. He said it wont interact with the diabetic meds. Anyone else taking lipitor with Janumet and metformin? Wish me luck im scared!!","['dr', 'call', 'blood', 'result', 'take', 'metformin', '850', 'mg', 'twice', 'day', 's', 'start', 'janumet', 'metformin', 'night', 'read', 'review', 'kind', 'nervous', 'start', 'medication', 'hope', 'get', 'blood', 'sugar', 'control', 's', 'put', 'lipitor', 'say', 'wo', 'nt', 'interact', 'diabetic', 'med', 'take', 'lipitor', 'janumet', 'metformin', 'wish', 'luck', 'm', 'scared']",0.069767,Epistemic modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"My doctor sent me to have an ultrasound because of high lipase and amylase tests. He thought I might have pancreatic cancer or pancreatitis. Over a six month period it kept rising. The cause was Janumet. When I stopped taking it, the counts lowered.","['doctor', 'send', 'ultrasound', 'high', 'lipase', 'amylase', 'test', ' ', 'think', 'pancreatic', 'cancer', 'pancreatitis', ' ', 'month', 'period', 'keep', 'rise', ' ', 'cause', 'janumet', ' ', 'stop', 'take', 'count', 'lower']",0.16,Deontic modality,Negative,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,rat poison would be safer than this medication,"['rat', 'poison', 'safe', 'medication']",0.5,Uncertain modality,Negative,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"was just put on this medicine by my doctor,was taking just metformin,and heard about a medical warning about this medicine,not sure if I should continue to use it","['medicine', 'doctor', 'take', 'metformin', 'hear', 'medical', 'warning', 'medicine', 'sure', 'continue', 'use']",0.181818,Uncertain modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"cost benefit mainly, was on the two component drugs as separate tablets (same total dosage).. same effects but at almost half the cost..","['cost', 'benefit', 'mainly', 'component', 'drug', 'separate', 'tablet', 'total', 'dosage', 'effect', 'half', 'cost']",0.416667,Epistemic modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,Janumet did not lower my a1c at all in fact my a1c was continuing to climb until I started another medication. I am suffering from a distended abdomen and having acid reflux issues with janumet. Miserable!,"['janumet', 'lower', 'a1c', 'fact', 'a1c', 'continue', 'climb', 'start', 'medication', ' ', 'suffer', 'distended', 'abdomen', 'have', 'acid', 'reflux', 'issue', 'janumet', ' ', 'miserable']",0.2,Deontic modality,Negative,Diabetes,Acid Reflux,Stomach-Related,Acid Reflux,Abdomen-Related
Janumet oral,WebMD,Could not get BC under control for about a 2 year period and switched medication from Metformin to Janumet.,"['bc', 'control', '2', 'year', 'period', 'switch', 'medication', 'metformin', 'janumet']",0,Uncertain modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,I am dealing with stomach ache and pain sometime also diarhea. Will this go away or should I go off. Feeling awful I am also on chemo,"['deal', 'stomach', 'ache', 'pain', 'diarhea', ' ', 'away', ' ', 'feel', 'awful', 'chemo']",0.181818,Deontic modality,Negative,Diabetes,Stomach Pain,Stomach-Related,Abdominal Pain,Abdomen-Related
Janumet oral,WebMD,"Great medicine, I have had good control with diet and exercise. No problems.","['great', 'medicine', 'good', 'control', 'diet', 'exercise', ' ', 'problem']",0.5,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"Since taking this medicine, my body ached me so bad, that I had to take 2 advils for relief, in which, I do not take pain killers, unless I am ready hurting........My muscles ached me unbelieveable......I stopped taking this medicine, for that reason only. Otherwise, it really works to control my blood levels.","['take', 'medicine', 'body', 'ache', 'bad', '2', 'advil', 'relief', 'pain', 'killer', 'ready', 'hurt', 'muscle', 'ache', 'unbelieveable', 'stop', 'take', 'medicine', 'reason', 'work', 'control', 'blood', 'level']",0,Epistemic modality,Negative,Diabetes,Body Pain,Body-Pain,Body Pain,Ache/Pain & Swelling
Janumet oral,WebMD,glucose readings are still above average,"['glucose', 'reading', 'average']",0,Uncertain modality,Negative,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"My A1C keeps going up, my doctor has kept me on this drug for 2 yrs, without good results. it also intereferes with my hormone meds.","['a1c', 'keep', 'go', 'doctor', 'keep', 'drug', '2', 'yr', 'good', 'result', 'interefere', 'hormone', 'med']",0.153846,Deontic modality,Negative,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"i began taking janumet 50/1000 once a day at night with meal. I also take crestor 20mg. i felt good the first week and a half but since then i have been experiencing some weird stuff. i feel dizzy sometimes. went to ER and they told me dehydration. sometimes it feels like my muscles are being pierced by a nail andi feel tinglys in my hands and feet. some numbness too. im drinking 80 ounces of water a day. changed my eating habits from 2000-2500 calories a day of 250-300 carbs to 1500 cals60-80 carbs and exercising. im wondering if its the drug or my new lifestyle? so confused, scared of neuropathy and hope thats not what i have. diagnosed in 2003 and my most recent A1C was 6.9 after not taking care of myself. this drug did lower my fasting from 180 to 110-120 range and my 1 hour post meal is usually under 140 and 2 hour is 110-120. someone please help me as im losing my mind thinking of these issues!","['begin', 'take', 'janumet', '50/1000', 'day', 'night', 'meal', ' ', 'crestor', '20', 'mg', ' ', 'feel', 'good', 'week', 'half', 'experience', 'weird', 'stuff', ' ', 'feel', 'dizzy', ' ', 'go', 'er', 'tell', 'dehydration', 'feel', 'like', 'muscle', 'pierce', 'nail', 'andi', 'feel', 'tingly', 'hand', 'foot', ' ', 'numbness', 'm', 'drink', '80', 'ounce', 'water', 'day', ' ', 'change', 'eating', 'habit', '2000', '2500', 'calorie', 'day', '250', '300', 'carb', '1500', 'cals60', '80', 'carb', 'exercise', ' ', 'm', 'wonder', 'drug', 'new', 'lifestyle', 'confused', 'scared', 'neuropathy', 'hope', 's', ' ', 'diagnose', '2003', 'recent', 'a1c', '6.9', 'take', 'care', ' ', 'drug', 'low', 'fast', '180', '110', '120', 'range', '1', 'hour', 'post', 'meal', 'usually', '140', '2', 'hour', '110', '120', ' ', 'help', 'm', 'lose', 'mind', 'thinking', 'issue']",0.057143,Deontic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"not sure but delayed system are head aches, late afternoon","['sure', 'delayed', 'system', 'head', 'ache', 'late', 'afternoon']",0.571429,Deontic modality,Neutral,Diabetes,Headache,Mental-Health,Headache,Ache/Pain & Swelling
Janumet oral,WebMD,my hair is falling out.,"['hair', 'fall']",0,Uncertain modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"I have been a diabetic for about 2yrs now, and I take 50/1000mg of Janument twice a day, some loose bowels, but not every day. I also take 10 units of Levimir in the evenings. My levels have dropped alot, but it does take its time to work. No real side effects yet.","['diabetic', '2yrs', '50/1000', 'mg', 'janument', 'twice', 'day', 'loose', 'bowel', 'day', '10', 'unit', 'levimir', 'evening', 'level', 'drop', 'alot', 'time', 'work', 'real', 'effect']",0.190476,Deontic modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,i am 28 yrs old and been diabetic for 17yrs i have been taking janumet 1000/50 for 3 years i love this drug for the first 2 weeks i had an upset stomach but after that i felt awsome it made me loose a ton of weight almost too much! i completely recemend this!,"['28', 'yrs', 'old', 'diabetic', '17yr', 'take', 'janumet', '1000/50', '3', 'year', 'love', 'drug', '2', 'week', 'upset', 'stomach', 'feel', 'awsome', 'loose', 'ton', 'weight', 'completely', 'recemend']",0.26087,Deontic modality,Positive,Diabetes,Nausea,Stomach-Related,Nausea,General
Janumet oral,WebMD,"ITCHING,STILL DID NOT BRING BLOOD SUGARS DOWN EVEN TAKING 2 EACH DAY.STOMACH PROBLEMS,LOOSE BOWEL MOVEMENTS,WOULD NOT ADVISE ANYONE TO TAKE THIS DRUG.","['itching', 'bring', 'blood', 'sugars', 'take', '2', 'day.stomach', 'problems', 'loose', 'bowel', 'movement', 'advise', 'drug']",0,Uncertain modality,Negative,Diabetes,Skin Issue,Skin-Related,Rashes,Skin-Related
Janumet oral,WebMD,Iam diabetic for 15 yrs Janumet 50/1000 has not broughy my sugar to ideal level and it brings my sugar level very slowly,"['iam', 'diabetic', '15', 'yrs', 'janumet', '50/1000', 'broughy', 'sugar', 'ideal', 'level', 'bring', 'sugar', 'level', 'slowly']",0.142857,Epistemic modality,Negative,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"It almost killed me. I have both Asthma and Diabetes. Before I started the Janumet my oxygen saturation was usually 99% and was never lower the 97%. I was on Janumet for only 3-5 weeks and my oxygen saturation dropped to 87%. I was wheezing, and I never wheezed before, and should have been on Oxygen. If it had fallen to 86% I would have been hospitalized. If I had caught a cold, I probably would have died. The medication is a killer and almost killed me.","['kill', ' ', 'asthma', 'diabetes', ' ', 'start', 'janumet', 'oxygen', 'saturation', 'usually', '99', 'low', '97', ' ', 'janumet', '3', '5', 'week', 'oxygen', 'saturation', 'drop', '87', ' ', 'wheeze', 'wheeze', 'oxygen', ' ', 'fall', '86', 'hospitalize', ' ', 'catch', 'cold', 'probably', 'die', ' ', 'medication', 'killer', 'kill']",0,Deontic modality,Negative,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,works better but too expensive,"['work', 'well', 'expensive']",0,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,It was ineffective for me. I would get an upset stomach daily. My bowel movemets became infrequent.,"['ineffective', ' ', 'upset', 'stomach', 'daily', 'bowel', 'movemet', 'infrequent']",0.25,Deontic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,I was given this medicine because my A1C showed my sugar level to be out of control. Its been very helpful in lowering my sugars with absolutely no side effects whatsoever.,"['give', 'medicine', 'a1c', 'show', 'sugar', 'level', 'control', 'helpful', 'lower', 'sugar', 'absolutely', 'effect', 'whatsoever']",0,Uncertain modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,After taking Janumet for 2 months I developed a severe reaction resulting in hives over most of my body. Within 1 month of discontinuing the Janumet I have not experienced any hive out breaks.,"['take', 'janumet', '2', 'month', 'develop', 'severe', 'reaction', 'result', 'hive', 'body', ' ', '1', 'month', 'discontinue', 'janumet', 'experience', 'hive', 'break']",0.111111,Deontic modality,Negative,Diabetes,Skin Issue,Skin-Related,Rashes,Skin-Related
Janumet oral,WebMD,"I have been taking metformin for 2 years. it worked ok. I've been taking Janumet 50/1000 morning and night. Do ok most of the time with sugars between 90 - 115 in am... but sometimes after I exercise I am having sugar lows, stomach pain, nausea with vomiting the next day. no idea if this is normal. going back to doctor soon.","['take', 'metformin', '2', 'year', ' ', 'work', 'ok', ' ', 'take', 'janumet', '50/1000', 'morning', 'night', ' ', 'ok', 'time', 'sugar', '90', '115', 'exercise', 'have', 'sugar', 'low', 'stomach', 'pain', 'nausea', 'vomit', 'day', ' ', 'idea', 'normal', ' ', 'go', 'doctor', 'soon']",0,Deontic modality,Negative,Diabetes,Nausea,Stomach-Related,Nausea,General
Janumet oral,WebMD,the stomach upset and nausea along with diarhea. just started takingthis drug to get off of actos plus metformin,"['stomach', 'upset', 'nausea', 'diarhea', 'start', 'takingthis', 'drug', 'actos', 'plus', 'metformin']",0.1,Deontic modality,Negative,Diabetes,Nausea,Stomach-Related,Nausea,General
Janumet oral,WebMD,showed up as cannabis in my urine,"['show', 'cannabis', 'urine']",0.666667,Uncertain modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"I was diagnosed with type 2 in November 2004, my newer of 2 endocrinologists put me on Janumet 50/1000 twice a day. It's brought down my sugars to 120-180 on average, but it doesn't seem to be enough. She doesn't want me on insulin, but I have a hard time eating ANY carbs, including low carb wheat bread (10 carbs per slice) WITH my medication. Any kind of carbs sends my sugar soaring through the roof! Any comments or advice? HELP!","['diagnose', 'type', '2', 'november', '2004', 'new', '2', 'endocrinologist', 'janumet', '50/1000', 'twice', 'day', ' ', 'bring', 'sugar', '120', '180', 'average', ' ', 'want', 'insulin', 'hard', 'time', 'eat', 'carb', 'include', 'low', 'carb', 'wheat', 'bread', '10', 'carb', 'slice', 'medication', ' ', 'kind', 'carb', 'send', 'sugar', 'soar', 'roof', ' ', 'comment', 'advice', ' ', 'help']",0.086957,Epistemic modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,my doctor doubled my daily dose to 2000mg since then I experience horrible in my hands and fingers,"['doctor', 'double', 'daily', 'dose', '2000', 'mg', ' ', 'experience', 'horrible', 'hand', 'finger']",0.363636,Deontic modality,Negative,Diabetes,Skin Issue,Skin-Related,Rashes,Skin-Related
Janumet oral,WebMD,Severe bloating. To the point that my clothes do not fit. Also increase in weight.,"['severe', 'bloat', ' ', 'point', 'clothe', 'fit', ' ', 'increase', 'weight']",0,Deontic modality,Negative,Diabetes,Bloating,Stomach-Related,Bloating,Abdomen-Related
Janumet oral,WebMD,"Was diagnosed with diabetes in July (14.2 A1C) went on Metformin 1000 mg and amaryl 2mg twice a day. Worked but still had highs and really bad lows (50-55). Doctor game me some janumet samples--amazing--nothing over 100 even eating what I want. A new doctor swithed me to a newer pill (Tradjenta) with Metformin--what a joke!!! All the old highs came back--200-300. Switched back and now is down to normal again like I don't even have diabetes, These pills are great, slight side effect with a stuffynose at night but it works so well that I take one janumet in the morning and then a generic metformin at night and that helps the stuffy nose. Look online at the janumet website where the first prescription is free and then for the next year it is $5 a month--thats right $5 a month. Then the second year you can switch to januvia for the same deal and just take regular metformin. That is my plans. Good luck","['diagnose', 'diabete', 'july', '14.2', 'a1c', 'go', 'metformin', '1000', 'mg', 'amaryl', '2', 'mg', 'twice', 'day', 'work', 'high', 'bad', 'low', '50', '55', 'doctor', 'game', 'janumet', 'sample', 'amazing', '100', 'eat', 'want', 'new', 'doctor', 'swithe', 'new', 'pill', 'tradjenta', 'metformin', 'joke', 'old', 'high', 'come', 'back--200', '300', 'switch', 'normal', 'like', 'diabete', 'pill', 'great', 'slight', 'effect', 'stuffynose', 'night', 'work', 'janumet', 'morning', 'generic', 'metformin', 'night', 'help', 'stuffy', 'nose', 'look', 'online', 'janumet', 'website', 'prescription', 'free', 'year', '$', '5', 'month', 'that', 'right', '$', '5', 'month', 'second', 'year', 'switch', 'januvia', 'deal', 'regular', 'metformin', 'plan', 'good', 'luck']",0.329412,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,not if u have type 2 u have too use other things too bring down blood sugars,"[' ', 'u', 'type', '2', ' ', 'u', ' ', 'use', ' ', 'thing', ' ', 'bring', ' ', ' ', 'blood', 'sugar']",0,Uncertain modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,Was on Metformin for 4 years. It became ineffective. Started Janumet about 5 days ago. i'm having stomach issues which are tough but tolerable. Feeling some pain in stomach but not sure itf it's from the side effects of having gas and bloating or if it's a side effect of the Metformin. The good news is that blood sugars are the lowest they've been in the past year.,"['metformin', '4', 'year', 'ineffective', 'start', 'janumet', '5', 'day', 'ago', 'have', 'stomach', 'issue', 'tough', 'tolerable', 'feel', 'pain', 'stomach', 'sure', 'itf', 'effect', 'have', 'gas', 'bloat', 'effect', 'metformin', 'good', 'news', 'blood', 'sugar', 'low', 'past', 'year']",0.1875,Deontic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,I take water pills since I started taking this medicine my water are not working right. can this pill cause that,"['water', 'pill', 'start', 'take', 'medicine', 'water', 'work', 'right', 'pill', 'cause']",0,Uncertain modality,Negative,Diabetes,Hydration,Dehydration,Urinary Related,Urinary-Related
Janumet oral,WebMD,caused diarra and tina taste in mouth,"['cause', 'diarra', 'tina', 'taste', 'mouth']",0,Uncertain modality,Negative,Diabetes,Diarrhoea,Stomach-Related,Diarrhea,Abdomen-Related
Janumet oral,WebMD,Only thing I do not like is that I have to take it twice a day. Other than that is OK,"['thing', 'like', 'twice', 'day', ' ', 'ok']",0,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,I sometimes have stomach problems but it has helped me get my blood sugar almost perfect.,"['stomach', 'problem', 'help', 'blood', 'sugar', 'perfect']",0,Epistemic modality,Negative,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,Started janumed last week and have been in a physical fog ever since. Going to stop taking it until I get back to see my endocronologist,"['start', 'janume', 'week', 'physical', 'fog', 'go', 'stop', 'take', 'endocronologist']",0.222222,Deontic modality,Negative,Diabetes,Body Pain,Body-Pain,Body Pain,Ache/Pain & Swelling
Janumet oral,WebMD,A very good one,['good'],0,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"I have been taking this medication for approximately seven years and have had bowel problems; but, now I am experiencing stuffy nose, runny nose, and buzzing in the ears. Doc said to halve my dose from 50/1000 twice a day; so I will cut the pill in half for twice a day. Hope this works !!!","['take', 'medication', 'approximately', 'seven', 'year', 'bowel', 'problem', 'experience', 'stuffy', 'nose', 'runny', 'nose', 'buzz', 'ear', ' ', 'doc', 'say', 'halve', 'dose', '50/1000', 'twice', 'day', 'cut', 'pill', 'half', 'twice', 'day', 'hope', 'work']",0.172414,Deontic modality,Negative,Diabetes,Bowel Problems,Stomach-Related,Bowel Problems,Abdomen-Related
Janumet oral,WebMD,AFTER MY DIAGOSIS OF TYPE1 MY PHYSICIAN PUT ME ON THIS MEDICATION. I HAD NOT HAD A WIGHT GAIN FROM IT AND I'M DOING OKAY.,"['diagosis', 'type1', 'physician', 'medication', 'wight', 'gain', ""i'm"", 'okay']",0,Deontic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"I just started taking this drug and haven't seen any side effects. But now that I'm aware of what to look for I feel I'm well informed!! Than You Very Much, Sharon Moley","['start', 'take', 'drug', 'see', 'effect', 'aware', 'look', 'feel', 'informed', ' ', 'sharon', 'moley']",0,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,I have been taking Metformin 500mg since 2001. Blood Sugars were always high. As of 4 months ago my endocronoligist put on Novolog 70/30 16units in the morning and 22 in the evening.. my numbers in the morning were over 200 .. now w/Janumet 50/500 they are under a 90 .. Hooray! .. and no side affects.,"['take', 'metformin', '500', 'mg', '2001', 'blood', 'sugars', 'high', '4', 'month', 'ago', 'endocronoligist', 'novolog', '70/30', '16units', 'morning', '22', 'evening', 'number', 'morning', '200', 'w', 'janumet', '50/500', '90', 'hooray', 'affect']",0,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"I take 50/1000mg Janumet only in the morning, evening take 1000 mg metformin only. I don't know is right? But is working.","['50/1000', 'mg', 'janumet', 'morning', 'evening', ' ', '1000', 'mg', 'metformin', 'know', 'right', ' ', 'work']",0.076923,Uncertain modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"Since i started this New Medicine, Janumet. My Blood sugars in the morning, are between 70 - 100. Before then it was always above 200. it has been great for me.","['start', 'new', 'medicine', 'janumet', 'blood', 'sugar', 'morning', '70', '100', '200', 'great']",0,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"Started janument 50/500 in november 2010, levels are lower (110 -125)questional symtoms bloating and gas. have not checked A1C that will be next month when I see doctor. Not sure how long symtoms should last or if these symtoms are due to medication?","['start', 'janument', '50/500', 'november', '2010', 'level', 'low', '110', '-125)questional', 'symtom', 'bloat', 'gas', 'check', 'a1c', 'month', 'doctor', 'sure', 'long', 'symtom', 'symtom', 'medication']",0.095238,Deontic modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"I was on metformin for over a year. I have been on janumet for three weeks now. I have lost 7 pounds, my blood sugar is regularly 60 to 75 points below what it was with metformin. Often is below 100. I am not hungry all the time as I was with Metformin. I feel so good. Not tired all the time as before. I love this new medication. No ""bathroom"" issues like with metformin.","['metformin', 'year', ' ', 'janumet', 'week', ' ', 'lose', '7', 'pound', 'blood', 'sugar', 'regularly', '60', '75', 'point', 'metformin', ' ', '100', ' ', 'hungry', 'time', 'metformin', ' ', 'feel', 'good', ' ', 'tired', 'time', ' ', 'love', 'new', 'medication', ' ', 'bathroom', 'issue', 'like', 'metformin']",0.189189,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,This is an awesome drug it has lowered my bs by 15 points from metformin use,"['awesome', 'drug', 'lower', 'bs', '15', 'point', 'metformin', 'use']",0.25,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,I started taking this about a 3 month ago. I started having a rash inside of my mouth. It got so bad I could'nt eat for a few days. I finally stopped taking this medicine and the rash ceased after 3 days. This was the only change I had in my routine. I will not take this medicine again.,"['start', 'take', '3', 'month', 'ago', ' ', 'start', 'have', 'rash', 'inside', 'mouth', ' ', 'get', 'bad', ""could'nt"", 'eat', 'day', ' ', 'finally', 'stop', 'take', 'medicine', 'rash', 'cease', '3', 'day', ' ', 'change', 'routine', ' ', 'medicine']",0,Deontic modality,Negative,Diabetes,Rashes,Skin-Related,Rashes,Skin-Related
Janumet oral,WebMD,I have just been prescribed this drug for the first time. After reading all this i am scarred to take it.This is all new to me. I will start tomorrow so i'll have an update on here soon. Any ideas?? M/52,"['prescribe', 'drug', 'time', 'read', 'scarred', 'new', 'start', 'tomorrow', 'update', 'soon', 'idea', ' ', 'm/52']",0,Uncertain modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,Newly diagnosed. After three doses of Janumet (2 times a day) I had horrific diarherria and was afraid to leave the house. My physician told me to lower the dose in half. I am afraid to take it again for fear of a repeat and will look for an alternative. I have to wonder: does the FDA do a thorough search of new Rx before authorizing for the general public.,"['newly', 'diagnose', 'dose', 'janumet', '2', 'time', 'day', 'horrific', 'diarherria', 'afraid', 'leave', 'house', 'physician', 'tell', 'lower', 'dose', 'half', 'afraid', 'fear', 'repeat', 'look', 'alternative', 'wonder', 'fda', 'thorough', 'search', 'new', 'rx', 'authorize', 'general', 'public']",0.258065,Deontic modality,Negative,Diabetes,Diarrhoea,Stomach-Related,Diarrhea,Abdomen-Related
Janumet oral,WebMD,the side effects from tyhis drug can be horrendous,"['effect', 'tyhis', 'drug', 'horrendous']",0.25,Deontic modality,Negative,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"I was on Actos plus Met for about 2 years and it seemed to work ok most of the time, but Actos has some very disturbing possible side effects. My doctor switched me to Janumet 50/500 about 35 days ago (after I had heart surgery) and it has worked wonders. I have no side effects and my blood sugar is maintained at a manageable 110 to 120 level. Very pleased with this medication.","['actos', 'plus', 'met', '2', 'year', 'work', 'ok', 'time', 'actos', 'disturbing', 'possible', 'effect', 'doctor', 'switch', 'janumet', '50/500', '35', 'day', 'ago', 'heart', 'surgery', ' ', 'work', 'wonder', 'effect', 'blood', 'sugar', 'maintain', 'manageable', '110', '120', 'level', 'pleased', 'medication']",0.147059,Deontic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,I have noticed that my glucose readings are much lower and I don't have the cravings for water.,"['notice', 'glucose', 'reading', 'low', 'craving', 'water']",0.333333,Deontic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"I am fery satisfied with the results of Janumet, but the cost has me looking for another drug. I can not afford $100 a month(with insurance) for this medication, so I am looking fo a cheeper solution.","['fery', 'satisfied', 'result', 'janumet', 'cost', 'look', 'drug', 'afford', '$', '100', 'month(with', 'insurance', 'medication', 'look', 'fo', 'cheeper', 'solution']",0.176471,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,"I have been on this medicine for 2 years. I experienced a lot of stomach issues at first, but they subsided within a month. I find it to be very good at keeping my sugar at the appropriate levels along with diet and a little excercise.","['medicine', '2', 'year', ' ', 'experience', 'lot', 'stomach', 'issue', 'subside', 'month', ' ', 'find', 'good', 'keep', 'sugar', 'appropriate', 'level', 'diet', 'little', 'excercise']",0.2,Epistemic modality,Positive,Diabetes,Nil,Nil,Nil,Nil
Janumet oral,WebMD,Makes me feel tired and depressed,"['make', 'feel', 'tired', 'depress']",0,Deontic modality,Negative,Diabetes,Fatigue,Body-Pain,Fatigue,Psychological
Janumet oral,WebMD,Metforin didn't control- have been on Janumet 1 week and sugar average is 110 now. Bloating! Use GasX. Need to limit your dairy for sure. Seems to be working. 49/f,"['metforin', 'control-', 'janumet', '1', 'week', 'sugar', 'average', '110', 'bloat', 'use', 'gasx.', 'need', 'limit', 'dairy', 'sure', 'work', '49', 'f']",0,Epistemic modality,Positive,Diabetes,Bloating,Stomach-Related,Bloating,Abdomen-Related
Janumet oral,WebMD,"I have been taking this now for almost a month it has lowered my blood sugar to 80 in the mornings and 110 a nite. However I have severe constipation, abdominal swelling and slight headaches. And I gain back about 8 pds!","['take', 'month', 'lower', 'blood', 'sugar', '80', 'morning', '110', 'nite', ' ', 'severe', 'constipation', 'abdominal', 'swelling', 'slight', 'headache', ' ', 'gain', '8', 'pds']",0.3,Uncertain modality,Negative,Diabetes,Constipation,Stomach-Related,Constipation,Abdomen-Related
Janumet oral,WebMD,constant feeling of N/V. abdomen swollen. feels like the symptons I had when I was diagnosed with H-pyloic,"['constant', 'feeling', 'n', 'v.', 'abdomen', 'swollen', 'feel', 'like', 'sympton', 'diagnose', 'h', 'pyloic']",0.25,Epistemic modality,Negative,Diabetes,Nausea,Stomach-Related,Nausea,General
Janumet oral,WebMD,"I am taking 1 Janumet50/1000 before bedtime and 1 50/500 in the morning. It has helped lowering my blood sugar. However, I am experiencing bloating and worse than that, I have involuntary twitching of my face or mouth and this really worries me. also my skin is more suseptible to hot water. Was told that certain meds cause patients to have involuntary movements of mouth. Any advise?","['take', '1', 'janumet50/1000', 'bedtime', '1', '50/500', 'morning', ' ', 'help', 'lower', 'blood', 'sugar', ' ', 'experience', 'bloat', 'bad', 'involuntary', 'twitching', 'face', 'mouth', 'worry', 'skin', 'suseptible', 'hot', 'water', ' ', 'tell', 'certain', 'med', 'cause', 'patient', 'involuntary', 'movement', 'mouth', ' ', 'advise']",0.222222,Deontic modality,Positive,Diabetes,"Bloating, Skin Issue",Stomach-Related,"Bloating, Rashes","Abdomen-Related,Skin-Related"
Janumet oral,WebMD,i have just started taking this medication so i am not sure about it at this time,"['start', 'take', 'medication', 'sure', 'time']",0.4,Deontic modality,Neutral,Diabetes,Nil,Nil,Nil,Nil
